Room,Session,Panel (female),Panel (male),Panel (other gender identity),Questions (female),Questions (male),Questions (other gender identity)
NFT1,09:00-10:30,2,2,,,,
NFT1,11:00-12:00,2,2,0,3,4,0
NFT1,12:00-13:00,3,0,0,,,
